CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,PreferredPaymentMode,Gender,HourSpendOnApp,PreferedOrderCat,SatisfactionScore,MaritalStatus,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder
50757,false,5,Computer,1,Debit Card,Female,2,Laptop & Accessory,3,Single,true,14,1,1,7
50758,false,9,Mobile Phone,1,COD,Female,3,Fashion,5,Married,true,21,5,7,7
50759,false,6,Mobile Phone,1,Credit Card,Male,3,Mobile,2,Divorced,false,13,1,4,10
50760,false,13,Mobile Phone,3,COD,Female,2,Laptop & Accessory,4,Married,false,12,1,1,3
50761,false,0,Mobile Phone,3,Debit Card,Male,2,Laptop & Accessory,2,Single,false,14,0,1,1
50762,false,3,Mobile Phone,1,Credit Card,Male,3,Mobile Phone,4,Divorced,true,21,1,5,7
50763,false,15,Computer,1,Credit Card,Female,2,Fashion,5,Divorced,true,17,0,3,0
50764,false,8,Computer,3,E wallet,Female,3,Fashion,2,Divorced,true,11,2,4,12
50765,false,10,Mobile Phone,1,Debit Card,Male,2,Mobile,5,Divorced,true,14,2,6,8
50766,false,27,Computer,1,Debit Card,Female,2,Fashion,3,Married,false,17,1,1,4
50767,false,10,Mobile Phone,1,Debit Card,Female,3,Mobile,2,Divorced,false,13,6,7,7
50768,true,10,Computer,1,Credit Card,Female,3,Mobile Phone,4,Single,true,25,1,1,0
50769,false,2,Mobile Phone,1,Debit Card,Female,3,Mobile Phone,2,Married,false,15,0,1,2
50770,false,27,Mobile Phone,1,Debit Card,Male,2,Grocery,2,Divorced,false,14,2,1,9
50771,false,4,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,5,Divorced,true,12,0,1,1
50772,false,4,Mobile Phone,1,Credit Card,Female,3,Laptop & Accessory,5,Single,false,19,0,1,8
50773,false,30,Mobile Phone,3,Debit Card,Female,2,Laptop & Accessory,2,Single,false,17,0,1,5
50774,false,16,Mobile Phone,1,Debit Card,Male,3,Others,2,Divorced,false,16,1,1,7
50775,false,22,Mobile Phone,1,Credit Card,Male,2,Others,3,Divorced,false,13,2,1,0
50776,false,9,Computer,1,COD,Male,2,Mobile Phone,4,Divorced,false,12,1,1,7
50777,false,21,Mobile Phone,1,COD,Male,3,Mobile,4,Single,false,11,0,1,0
50778,false,0,Mobile Phone,1,Debit Card,Male,3,Mobile,3,Married,false,11,1,1,3
50779,false,2,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,2,Married,true,11,0,1,0
50780,false,21,Mobile Phone,1,Debit Card,Male,3,Others,2,Single,false,12,2,1,0
50781,false,2,Mobile Phone,1,Debit Card,Female,2,Grocery,2,Married,false,14,2,1,7
50782,false,7,Mobile Phone,1,COD,Female,2,Mobile,3,Divorced,false,17,1,1,0
50783,false,17,Mobile Phone,3,E wallet,Male,2,Others,4,Divorced,false,11,2,3,10
50784,false,6,Mobile Phone,3,E wallet,Male,2,Fashion,3,Married,true,14,1,1,8
50785,false,0,Mobile Phone,1,Debit Card,Female,3,Mobile,2,Single,true,12,1,1,1
50786,false,10,Mobile Phone,1,Debit Card,Male,2,Mobile Phone,3,Divorced,false,22,0,1,1
50787,true,0,Computer,3,Debit Card,Male,3,Mobile Phone,2,Single,true,14,1,1,0
50788,false,0,Mobile Phone,1,Debit Card,Male,3,Mobile,2,Single,true,20,0,2,2
50789,true,8,Mobile Phone,3,E wallet,Female,3,Others,4,Single,true,16,2,1,11
50790,false,28,Computer,1,Credit Card,Male,2,Grocery,4,Married,true,15,3,3,0
50791,true,0,Computer,1,Debit Card,Female,2,Mobile,3,Single,false,20,2,2,2
50792,false,19,Mobile Phone,3,E wallet,Female,2,Others,4,Divorced,false,14,2,1,8
50793,false,7,Mobile Phone,3,E wallet,Female,2,Laptop & Accessory,5,Single,true,12,1,1,2
50794,false,24,Computer,3,Debit Card,Male,2,Others,4,Married,true,16,2,11,10
50795,false,30,Mobile Phone,1,Credit Card,Male,3,Fashion,2,Single,false,12,1,5,4
50796,false,7,Computer,1,Credit Card,Female,2,Laptop & Accessory,4,Married,false,13,3,5,10
50797,false,10,Computer,1,Credit Card,Male,2,Mobile,3,Single,true,11,0,1,2
50798,false,17,Mobile Phone,1,Debit Card,Male,3,Others,5,Married,false,14,2,14,13
50799,false,7,Computer,2,Debit Card,Male,2,Laptop & Accessory,4,Divorced,false,11,0,1,8
50800,false,8,Mobile Phone,1,Debit Card,Male,3,Mobile,3,Divorced,true,14,1,2,2
50801,false,15,Mobile Phone,1,Credit Card,Female,3,Laptop & Accessory,4,Divorced,true,16,0,1,0
50802,false,16,Mobile Phone,3,E wallet,Female,2,Fashion,2,Single,false,14,10,15,17
50803,false,9,Mobile Phone,1,Debit Card,Female,2,Laptop & Accessory,4,Single,true,11,4,5,12
50804,true,7,Mobile Phone,1,Credit Card,Female,3,Fashion,2,Divorced,false,11,0,1,5
50805,false,1,Computer,1,Debit Card,Male,2,Mobile Phone,2,Divorced,true,12,2,2,2
50806,false,24,Computer,1,Credit Card,Female,3,Mobile,3,Single,false,14,7,7,7
50807,false,3,Computer,1,Credit Card,Female,3,Laptop & Accessory,3,Single,true,18,1,1,7
50808,true,0,Mobile Phone,1,COD,Female,2,Mobile,3,Married,true,13,1,7,7
50809,false,10,Mobile Phone,1,COD,Male,2,Mobile,5,Single,false,11,0,1,2
50810,false,10,Mobile Phone,1,Credit Card,Female,2,Mobile,4,Single,false,18,1,2,1
50811,false,5,Mobile Phone,3,Credit Card,Male,2,Laptop & Accessory,2,Divorced,false,15,0,1,8
50812,false,18,Computer,1,Credit Card,Female,2,Others,4,Single,false,22,2,1,0
50813,false,12,Mobile Phone,1,Credit Card,Female,3,Grocery,4,Married,true,13,2,15,2
50814,false,30,Mobile Phone,1,Debit Card,Male,2,Mobile,3,Married,false,12,2,2,2
50815,true,0,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,3,Divorced,false,18,1,1,1
50816,true,2,Mobile Phone,1,Credit Card,Male,3,Mobile Phone,5,Single,false,13,0,1,3
50817,false,3,Mobile Phone,1,COD,Female,2,Laptop & Accessory,2,Divorced,false,12,5,6,7
50818,false,9,Mobile Phone,1,COD,Female,3,Fashion,3,Divorced,false,12,0,1,7
50819,false,19,Mobile Phone,2,Debit Card,Female,2,Mobile,5,Single,false,12,3,5,7
50820,false,1,Computer,1,Debit Card,Female,2,Laptop & Accessory,2,Divorced,false,11,7,7,5
50821,false,23,Mobile Phone,1,Debit Card,Female,2,Grocery,5,Divorced,true,11,2,1,2
50822,true,3,Mobile Phone,3,E wallet,Male,2,Fashion,4,Single,true,12,0,1,0
50823,true,15,Mobile Phone,3,Debit Card,Male,3,Fashion,4,Single,true,19,5,7,7
50824,false,3,Mobile Phone,1,Credit Card,Female,3,Fashion,5,Divorced,true,23,0,1,5
50825,false,12,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,3,Single,false,11,0,1,7
50826,false,4,Computer,3,Debit Card,Female,2,Fashion,3,Married,true,19,3,9,6
50827,false,14,Computer,3,Credit Card,Male,2,Laptop & Accessory,4,Single,false,13,3,11,9
50828,true,10,Computer,3,Debit Card,Female,2,Mobile,4,Single,true,11,1,2,2
50829,true,7,Mobile Phone,1,Debit Card,Male,2,Mobile,5,Divorced,false,12,1,1,2
50830,false,15,Computer,1,Debit Card,Male,2,Grocery,3,Divorced,true,13,2,2,10
50831,false,28,Mobile Phone,1,Credit Card,Female,2,Others,3,Divorced,false,14,2,9,11
50832,false,29,Mobile Phone,2,Debit Card,Male,2,Others,4,Single,false,16,1,7,7
50833,false,13,Computer,1,Debit Card,Male,3,Mobile,3,Married,false,16,1,1,0
50834,false,7,Mobile Phone,1,Debit Card,Male,2,Fashion,2,Married,false,11,1,1,6
50835,false,13,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,2,Single,false,13,3,8,8
50836,false,14,Computer,3,E wallet,Female,3,Laptop & Accessory,5,Married,false,17,0,1,7
50837,false,8,Computer,1,Debit Card,Male,2,Laptop & Accessory,3,Single,true,11,1,1,1
50838,false,24,Mobile Phone,2,Debit Card,Male,2,Grocery,4,Married,true,11,1,3,10
50839,false,11,Mobile Phone,3,Debit Card,Female,2,Laptop & Accessory,5,Married,false,15,0,1,7
50840,false,7,Mobile Phone,3,Credit Card,Female,3,Laptop & Accessory,5,Single,false,12,1,9,6
50841,false,0,Mobile Phone,1,Credit Card,Male,3,Mobile Phone,2,Divorced,false,11,1,1,2
50842,true,20,Mobile Phone,1,Credit Card,Female,2,Fashion,5,Divorced,true,14,4,5,9
50843,false,13,Mobile Phone,1,Debit Card,Male,2,Mobile,4,Divorced,false,22,1,1,3
50844,false,9,Computer,3,E wallet,Female,2,Laptop & Accessory,5,Divorced,false,16,5,6,13
50845,false,21,Mobile Phone,1,Debit Card,Male,2,Fashion,2,Single,false,11,1,1,8
50846,false,0,Mobile Phone,3,Credit Card,Female,3,Mobile,2,Divorced,false,14,1,1,0
50847,false,24,Mobile Phone,1,COD,Female,2,Grocery,4,Single,false,16,0,1,5
50848,false,10,Computer,1,Debit Card,Female,3,Mobile Phone,2,Single,false,15,1,1,0
50849,false,8,Mobile Phone,1,Credit Card,Female,2,Laptop & Accessory,2,Divorced,false,12,1,1,0
50850,false,0,Computer,3,Debit Card,Male,2,Laptop & Accessory,2,Single,false,20,1,1,0
50851,true,18,Mobile Phone,3,E wallet,Male,2,Grocery,3,Single,true,17,2,3,8
50852,false,29,Mobile Phone,1,Debit Card,Male,3,Grocery,4,Divorced,true,12,11,3,9
50853,false,10,Computer,1,COD,Female,3,Mobile,3,Married,false,20,1,1,0
50854,false,13,Mobile Phone,1,Credit Card,Female,2,Laptop & Accessory,3,Married,false,20,5,11,8
50855,false,7,Mobile Phone,1,Credit Card,Male,2,Laptop & Accessory,3,Divorced,false,13,0,7,7
50856,true,0,Computer,3,Debit Card,Female,3,Mobile,2,Single,false,14,0,1,0
50857,true,0,Computer,3,E wallet,Female,3,Laptop & Accessory,3,Divorced,true,18,3,3,2
50858,false,11,Computer,1,Debit Card,Male,2,Mobile,3,Married,false,11,0,1,3
50859,false,7,Mobile Phone,1,COD,Female,3,Laptop & Accessory,2,Single,false,11,1,4,11
50860,false,1,Mobile Phone,3,Debit Card,Male,2,Laptop & Accessory,5,Divorced,false,11,1,1,4
50861,true,0,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,3,Divorced,true,15,3,6,7
50862,false,12,Mobile Phone,3,Debit Card,Male,2,Laptop & Accessory,2,Divorced,true,12,0,1,4
50863,false,24,Computer,3,E wallet,Male,2,Fashion,4,Divorced,false,11,0,3,2
50864,false,14,Computer,1,Debit Card,Female,3,Laptop & Accessory,2,Married,true,14,0,3,3
50865,false,10,Mobile Phone,1,Debit Card,Male,3,Mobile,3,Divorced,true,15,1,1,3
50866,false,6,Computer,3,Debit Card,Male,3,Laptop & Accessory,2,Divorced,false,13,1,1,2
50867,false,5,Mobile Phone,3,E wallet,Male,2,Laptop & Accessory,4,Divorced,true,13,0,1,2
50868,false,12,Computer,1,Debit Card,Male,3,Fashion,3,Divorced,false,21,0,1,5
50869,false,0,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,3,Divorced,false,11,0,1,2
50870,false,25,Computer,1,Credit Card,Female,2,Grocery,3,Divorced,true,11,0,3,2
50871,false,16,Mobile Phone,1,Credit Card,Female,3,Laptop & Accessory,3,Single,true,14,1,1,8
50872,false,0,Mobile Phone,3,E wallet,Female,3,Laptop & Accessory,2,Divorced,true,11,2,4,4
50873,true,0,Mobile Phone,1,Debit Card,Female,2,Mobile,3,Single,true,13,3,7,7
50874,false,0,Mobile Phone,1,Credit Card,Male,2,Mobile Phone,2,Single,false,12,0,1,1
50875,false,15,Mobile Phone,2,UPI,Female,2,Grocery,5,Divorced,false,14,2,1,9
50876,false,25,Mobile Phone,1,UPI,Female,3,Mobile,5,Divorced,false,13,1,1,4
50877,false,10,Mobile Phone,1,Credit Card,Female,3,Mobile Phone,3,Single,false,18,0,1,2
50878,false,8,Computer,1,Debit Card,Male,2,Fashion,2,Single,false,11,0,2,2
50879,false,0,Mobile Phone,1,COD,Male,2,Mobile,2,Divorced,false,11,1,1,2
50880,false,0,Mobile Phone,1,UPI,Male,3,Mobile Phone,5,Single,false,12,1,1,7
50881,false,2,Mobile Phone,2,UPI,Male,2,Fashion,5,Single,false,13,0,1,9
50882,true,0,Computer,1,Debit Card,Male,3,Laptop & Accessory,5,Single,false,20,0,1,3
50883,true,0,Computer,1,UPI,Female,2,Fashion,2,Single,true,12,2,7,7
50884,false,27,Mobile Phone,1,Credit Card,Female,2,Grocery,2,Single,false,19,2,12,7
50885,false,30,Mobile Phone,1,Credit Card,Female,3,Others,5,Divorced,true,16,1,1,5
50886,false,28,Mobile Phone,1,Credit Card,Male,2,Grocery,2,Married,false,13,1,3,0
50887,false,9,Mobile Phone,3,E wallet,Female,2,Laptop & Accessory,4,Single,true,16,0,1,1
50888,true,10,Computer,3,Debit Card,Female,2,Mobile Phone,3,Single,false,12,1,1,0
50889,false,3,Mobile Phone,3,E wallet,Female,3,Laptop & Accessory,5,Married,false,14,1,1,2
50890,false,4,Mobile Phone,1,Debit Card,Female,3,Grocery,4,Single,false,11,2,1,0
50891,false,7,Computer,1,UPI,Male,3,Mobile,5,Married,false,14,1,1,3
50892,true,10,Mobile Phone,1,Debit Card,Female,2,Mobile Phone,4,Single,false,12,0,1,0
50893,false,10,Mobile Phone,1,Debit Card,Male,3,Mobile,5,Divorced,false,14,1,1,4
50894,false,9,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,2,Single,false,16,1,1,8
50895,false,9,Mobile Phone,3,E wallet,Female,3,Laptop & Accessory,5,Divorced,false,13,1,1,2
50896,false,20,Mobile Phone,1,COD,Male,3,Mobile,2,Divorced,false,12,1,1,2
50897,true,0,Mobile Phone,3,Debit Card,Male,3,Mobile Phone,5,Divorced,false,12,1,2,2
50898,false,10,Computer,1,COD,Male,2,Mobile,3,Single,false,14,1,1,3
50899,false,10,Mobile Phone,1,Debit Card,Female,2,Mobile,5,Divorced,false,22,1,1,0
50900,false,20,Mobile Phone,1,Credit Card,Female,2,Grocery,3,Divorced,false,19,2,5,6
50901,false,0,Mobile Phone,3,Credit Card,Female,2,Laptop & Accessory,3,Divorced,true,12,1,1,3
50902,false,5,Mobile Phone,3,E wallet,Male,3,Laptop & Accessory,2,Divorced,false,12,1,1,3
50903,false,7,Mobile Phone,1,Debit Card,Female,2,Mobile,4,Divorced,false,17,1,1,2
50904,false,10,Mobile Phone,1,Credit Card,Male,2,Mobile,3,Divorced,true,12,1,1,3
50905,false,13,Computer,1,UPI,Male,2,Laptop & Accessory,3,Married,false,11,1,1,7
50906,false,4,Mobile Phone,3,Debit Card,Male,2,Fashion,2,Married,false,18,2,9,9
50907,true,9,Mobile Phone,3,E wallet,Male,2,Fashion,1,Married,false,11,0,4,3
50908,true,2,Computer,1,Debit Card,Female,2,Mobile Phone,5,Single,true,23,0,1,0
50909,true,0,Computer,1,Debit Card,Female,3,Fashion,4,Single,false,11,3,4,7
50910,false,18,Mobile Phone,1,Credit Card,Male,3,Fashion,5,Married,true,18,0,1,7
50911,false,10,Mobile Phone,2,Credit Card,Female,3,Mobile,4,Single,false,18,0,1,2
50912,true,0,Computer,1,Debit Card,Male,3,Mobile Phone,1,Divorced,true,13,2,2,2
50913,false,18,Mobile Phone,1,COD,Male,2,Fashion,1,Divorced,true,18,1,1,2
50914,false,21,Mobile Phone,3,E wallet,Male,3,Laptop & Accessory,5,Married,false,11,1,2,2
50915,true,0,Mobile Phone,2,COD,Female,3,Mobile,3,Divorced,false,15,1,2,2
50916,false,13,Computer,1,Credit Card,Male,2,Fashion,4,Married,false,11,1,3,8
50917,false,1,Mobile Phone,3,Credit Card,Male,2,Laptop & Accessory,5,Single,false,18,1,1,3
50918,false,17,Computer,1,Debit Card,Male,3,Mobile,3,Single,false,14,0,1,3
50919,false,26,Mobile Phone,1,Credit Card,Male,2,Grocery,4,Single,false,12,2,8,8
50920,false,22,Mobile Phone,1,COD,Male,3,Laptop & Accessory,3,Divorced,false,14,0,1,2
50921,false,13,Mobile Phone,1,Credit Card,Male,3,Mobile,3,Married,false,14,0,1,2
50922,false,17,Mobile Phone,1,Debit Card,Male,2,Mobile,4,Single,false,13,1,1,3
50923,false,6,Computer,3,Credit Card,Male,2,Laptop & Accessory,5,Divorced,false,14,0,1,3
50924,false,7,Mobile Phone,3,UPI,Male,2,Laptop & Accessory,5,Single,false,18,2,3,12
50925,false,3,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,3,Divorced,false,15,0,2,2
50926,false,15,Computer,1,Credit Card,Female,3,Mobile Phone,1,Single,false,13,4,5,8
50927,false,17,Computer,3,E wallet,Female,3,Laptop & Accessory,3,Divorced,false,12,1,1,0
50928,false,10,Computer,1,COD,Male,3,Mobile Phone,3,Married,false,13,0,1,0
50929,false,50,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,3,Divorced,false,24,1,2,8
50930,false,22,Mobile Phone,1,Debit Card,Male,2,Fashion,4,Married,false,14,0,1,7
50931,false,7,Computer,1,Credit Card,Male,3,Grocery,5,Married,false,14,2,6,9
50932,true,0,Computer,3,COD,Male,3,Mobile,3,Divorced,false,15,1,1,2
50933,true,0,Computer,3,COD,Female,2,Laptop & Accessory,4,Single,false,11,0,1,0
50934,true,0,Mobile Phone,3,Credit Card,Female,2,Laptop & Accessory,4,Single,true,23,2,10,10
50935,false,8,Mobile Phone,3,Debit Card,Male,3,Mobile,3,Divorced,false,13,1,1,0
50936,true,0,Computer,1,Credit Card,Male,2,Mobile,5,Single,true,11,0,1,0
50937,false,10,Computer,3,Debit Card,Female,3,Mobile,4,Divorced,false,13,0,1,0
50938,false,17,Computer,1,Credit Card,Male,2,Fashion,3,Single,true,18,0,2,2
50939,false,2,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,3,Married,false,14,1,1,4
50940,false,10,Mobile Phone,2,Debit Card,Male,2,Mobile,3,Married,false,21,0,1,3
50941,false,28,Mobile Phone,1,Debit Card,Male,1,Laptop & Accessory,3,Divorced,true,16,0,1,2
50942,false,6,Mobile Phone,1,Credit Card,Female,2,Mobile Phone,4,Divorced,false,11,0,1,2
50943,false,20,Mobile Phone,3,Credit Card,Female,3,Laptop & Accessory,3,Divorced,true,17,1,1,2
50944,true,0,Computer,1,Credit Card,Male,2,Mobile,5,Single,false,11,0,1,0
50945,false,10,Mobile Phone,1,Debit Card,Male,3,Mobile Phone,3,Married,false,14,0,1,0
50946,false,1,Computer,3,Debit Card,Male,2,Laptop & Accessory,5,Single,false,14,1,1,3
50947,false,22,Mobile Phone,1,Credit Card,Female,2,Laptop & Accessory,5,Divorced,false,25,1,1,2
50948,false,2,Computer,1,Debit Card,Female,3,Mobile,4,Divorced,false,13,0,1,2
50949,false,1,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,4,Divorced,false,14,1,1,7
50950,false,6,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,3,Single,true,17,0,1,0
50951,false,5,Mobile Phone,1,Credit Card,Male,0,Fashion,1,Single,false,25,0,1,5
50952,false,27,Computer,1,Credit Card,Female,2,Grocery,1,Married,false,20,1,3,12
50953,true,0,Mobile Phone,1,COD,Male,3,Mobile,5,Single,false,13,0,1,7
50954,false,17,Mobile Phone,1,Debit Card,Male,2,Grocery,5,Divorced,false,13,2,14,17
50955,false,12,Mobile Phone,1,Debit Card,Female,2,Fashion,4,Single,false,18,0,2,2
50956,false,19,Mobile Phone,3,Debit Card,Female,2,Grocery,4,Divorced,false,12,2,5,1
50957,false,8,Mobile Phone,1,Debit Card,Female,3,Fashion,4,Single,false,19,1,3,3
50958,false,10,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,3,Single,false,14,1,1,2
50959,true,10,Mobile Phone,1,Debit Card,Male,2,Mobile,5,Single,false,14,1,1,0
50960,false,7,Mobile Phone,3,COD,Male,3,Fashion,3,Divorced,true,14,7,8,6
50961,true,0,Computer,1,Debit Card,Female,2,Mobile Phone,3,Single,false,12,6,7,7
50962,false,23,Computer,1,Credit Card,Male,2,Grocery,1,Single,true,13,13,3,9
50963,false,10,Mobile Phone,3,COD,Male,2,Mobile,3,Married,true,25,0,5,7
50964,false,15,Mobile Phone,1,Credit Card,Male,3,Mobile Phone,4,Married,false,14,1,1,0
50965,false,10,Mobile Phone,1,Credit Card,Male,2,Laptop & Accessory,1,Married,false,17,0,3,7
50966,false,2,Mobile Phone,1,UPI,Female,2,Laptop & Accessory,5,Married,false,13,0,1,7
50967,false,6,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,4,Single,false,13,0,1,2
50968,false,10,Mobile Phone,1,COD,Male,3,Mobile,1,Married,false,20,1,1,3
50969,false,15,Computer,1,Debit Card,Male,2,Fashion,1,Married,true,14,12,13,9
50970,false,13,Mobile Phone,3,Credit Card,Male,2,Laptop & Accessory,5,Married,false,12,2,7,1
50971,false,6,Mobile Phone,1,Debit Card,Male,3,Laptop & Accessory,3,Married,true,12,1,5,7
50972,false,13,Mobile Phone,2,Credit Card,Male,2,Grocery,1,Single,true,21,2,7,7
50973,false,10,Mobile Phone,1,COD,Male,2,Mobile,5,Married,false,14,0,1,0
50974,false,13,Computer,1,Debit Card,Male,3,Laptop & Accessory,1,Married,true,18,2,2,2
50975,false,18,Mobile Phone,1,COD,Male,3,Fashion,4,Married,false,12,6,7,7
50976,false,8,Mobile Phone,3,Debit Card,Female,3,Mobile,3,Married,false,23,2,4,2
50977,false,5,Mobile Phone,1,Debit Card,Female,3,Laptop & Accessory,4,Married,false,12,1,2,5
50978,false,9,Mobile Phone,3,Debit Card,Male,3,Mobile,1,Single,true,21,0,1,2
50979,false,21,Mobile Phone,3,Debit Card,Female,3,Laptop & Accessory,3,Married,false,14,1,7,7
50980,false,2,Mobile Phone,1,Debit Card,Male,3,Mobile,3,Married,false,18,1,1,0
50981,false,6,Mobile Phone,3,Debit Card,Male,2,Laptop & Accessory,5,Married,false,13,2,2,2
50982,true,0,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,5,Married,false,11,3,6,7
50983,false,11,Computer,2,UPI,Male,3,Laptop & Accessory,3,Married,false,11,0,1,2
50984,false,8,Mobile Phone,1,Credit Card,Male,3,Mobile,5,Single,false,19,0,1,2
50985,false,3,Mobile Phone,3,COD,Male,2,Fashion,4,Married,false,12,0,1,3
50986,true,10,Mobile Phone,1,Debit Card,Female,3,Mobile,5,Married,true,12,1,1,0
50987,true,16,Mobile Phone,1,COD,Female,3,Fashion,1,Married,false,16,1,1,9
50988,true,1,Mobile Phone,1,Credit Card,Male,2,Laptop & Accessory,4,Married,false,11,0,1,4
50989,false,5,Computer,1,COD,Male,3,Laptop & Accessory,5,Married,false,14,1,1,2
50990,false,21,Mobile Phone,1,UPI,Female,3,Mobile,5,Married,false,12,7,7,6
50991,false,7,Mobile Phone,1,Credit Card,Male,3,Mobile,1,Single,false,13,0,1,0
50992,false,28,Mobile Phone,3,E wallet,Male,2,Others,1,Married,false,16,2,2,13
50993,false,7,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,1,Married,false,17,1,2,1
50994,false,10,Mobile Phone,1,Debit Card,Female,2,Mobile,1,Married,false,21,1,1,0
50995,false,11,Mobile Phone,3,Debit Card,Male,3,Laptop & Accessory,4,Married,false,11,5,7,7
50996,false,11,Mobile Phone,3,Debit Card,Female,2,Laptop & Accessory,4,Single,false,12,0,1,2
50997,false,9,Mobile Phone,3,Debit Card,Female,3,Laptop & Accessory,3,Single,false,13,1,1,0
50998,false,2,Mobile Phone,1,Credit Card,Male,2,Mobile Phone,5,Single,true,18,0,1,5
50999,false,8,Mobile Phone,1,Credit Card,Female,2,Laptop & Accessory,3,Single,true,16,1,1,4
51000,false,12,Mobile Phone,3,Credit Card,Male,2,Fashion,3,Married,false,11,4,7,6
51001,false,2,Computer,1,Debit Card,Male,2,Laptop & Accessory,1,Married,false,19,0,1,3
51002,false,23,Mobile Phone,3,E wallet,Male,2,Others,3,Married,true,16,0,1,0
51003,false,10,Mobile Phone,1,COD,Male,2,Mobile,3,Married,false,16,2,2,2
51004,false,9,Computer,1,Debit Card,Male,3,Laptop & Accessory,5,Married,true,13,1,1,2
51005,false,15,Mobile Phone,1,UPI,Male,3,Others,1,Single,false,16,1,1,1
51006,false,8,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,3,Married,false,17,5,6,8
51007,false,7,Computer,1,COD,Male,3,Laptop & Accessory,3,Married,false,14,2,7,7
51008,false,13,Mobile Phone,3,Debit Card,Female,2,Laptop & Accessory,5,Married,false,15,0,1,2
51009,false,16,Mobile Phone,1,COD,Male,2,Mobile Phone,4,Married,false,12,1,1,2
51010,false,8,Mobile Phone,1,Debit Card,Male,3,Mobile,1,Married,false,18,1,1,1
51011,false,19,Mobile Phone,3,Debit Card,Male,2,Grocery,5,Single,false,15,2,1,12
51012,true,0,Mobile Phone,1,Credit Card,Male,2,Mobile,4,Married,true,17,0,1,0
51013,false,0,Computer,1,UPI,Female,3,Mobile,3,Married,true,14,0,1,3
51014,false,23,Computer,1,Credit Card,Male,2,Grocery,3,Married,true,15,3,12,5
51015,false,5,Mobile Phone,1,UPI,Female,2,Mobile,1,Married,false,17,1,1,2
51016,false,17,Mobile Phone,1,Credit Card,Female,2,Others,1,Married,true,14,2,1,10
51017,false,10,Mobile Phone,1,Credit Card,Male,2,Mobile,4,Married,false,12,0,1,1
51018,false,18,Mobile Phone,1,Credit Card,Female,2,Laptop & Accessory,5,Single,true,14,1,1,4
51019,false,18,Computer,3,E wallet,Male,2,Laptop & Accessory,5,Married,false,15,0,4,5
51020,false,4,Computer,3,UPI,Male,2,Laptop & Accessory,5,Single,false,13,0,1,3
51021,false,9,Mobile Phone,1,Debit Card,Female,3,Laptop & Accessory,3,Married,true,12,0,1,1
51022,false,7,Computer,1,Debit Card,Male,2,Laptop & Accessory,1,Married,false,13,5,7,2
51023,false,22,Mobile Phone,1,Debit Card,Female,2,Mobile,5,Married,false,14,0,1,4
51024,false,12,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,5,Married,false,13,4,7,7
51025,false,0,Mobile Phone,1,UPI,Male,3,Mobile Phone,5,Married,false,11,0,1,7
51026,false,8,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,5,Married,false,11,0,1,10
51027,false,1,Mobile Phone,1,Credit Card,Female,2,Laptop & Accessory,5,Married,false,21,1,1,0
51028,false,0,Mobile Phone,1,Credit Card,Male,3,Mobile,1,Single,false,18,1,2,2
51029,true,10,Computer,3,Credit Card,Female,3,Mobile Phone,1,Single,true,12,0,1,0
51030,false,20,Mobile Phone,2,Debit Card,Female,3,Others,3,Married,false,16,1,1,0
51031,false,12,Mobile Phone,1,Credit Card,Male,3,Laptop & Accessory,3,Married,false,15,0,1,7
51032,false,13,Mobile Phone,1,Debit Card,Female,3,Fashion,3,Married,false,13,1,14,12
51033,false,8,Computer,1,Debit Card,Female,2,Laptop & Accessory,3,Married,false,12,2,2,9
51034,false,10,Mobile Phone,1,Debit Card,Male,2,Laptop & Accessory,3,Married,false,17,0,1,2
51035,false,12,Computer,1,Credit Card,Female,2,Laptop & Accessory,3,Single,false,13,3,3,8
51036,false,18,Mobile Phone,1,UPI,Female,2,Laptop & Accessory,1,Married,false,19,2,3,9
51037,false,11,Mobile Phone,1,Credit Card,Female,2,Fashion,3,Married,true,19,1,1,2
51038,true,0,Mobile Phone,3,Credit Card,Male,2,Fashion,5,Married,false,17,4,6,0
51039,false,10,Mobile Phone,1,Credit Card,Female,3,Mobile Phone,4,Married,false,11,1,7,7
